title,authors,year,venue,abstract,doi,url,source,source_set,screen_decision,screen_reason
Ethical Marketing in the Blockchain-Based Sharing Economy: Theoretical Integration and Guiding Insights,Teck Ming Tan; Jari Salo,2021,Journal of Business Ethics,"Abstract Since the introduction of Ethereum in 2015, blockchain technology (BT) has been evolving, and BT has been associated with the concept of the sharing economy by business academics. Despite the marketing research on the sharing economy that has been extensively conducted in the last decade, the linkage between BT and ethical marketing in the sharing economy remains unclear. Through a systematic literature review of 163 articles and a co-citation analysis, this study identifies the key elements of blockchain capabilities, blockchain attributes, and the underlying economic theories of blockchain. It also synthesizes and proposes a shift of ethical marketing logic in the blockchain-based sharing economy that delineates the principles of stakeholder capitalism. The article concludes with a list of future research directions that underline three approaches of stakeholder theory (i.e., the descriptive, instrument, and normative approaches). These directions aim to guide marketing scholars concerning how BT enables an institutionally embedded view of ethical marketing activities and practices that enhance collaborative marketing and subsequently innovate value chains and create sustainable business models in the sharing economy, as well as to the metaverse.",10.1007/s10551-021-05015-8,https://doi.org/10.1007/s10551-021-05015-8,openalex,openalex,EXCLUDE,insufficient_relevance
Blockchain applications in health care for COVID-19 and beyond: a systematic review,Wei Yan Ng; Tien-En Tan; Prasanth V H Movva; Andrew Hao Sen Fang; Khung-Keong Yeo; Dean Ho; Fuji Shyy San Foo; Zhe Xiao; Kai Sun; Tien Yin Wong; Alex Tiong-Heng Sia; Daniel Shu Wei Ting,2021,The Lancet Digital Health,"The COVID-19 pandemic has had a substantial and global impact on health care, and has greatly accelerated the adoption of digital technology. One of these emerging digital technologies, blockchain, has unique characteristics (eg, immutability, decentralisation, and transparency) that can be useful in multiple domains (eg, management of electronic medical records and access rights, and mobile health). We conducted a systematic review of COVID-19-related and non-COVID-19-related applications of blockchain in health care. We identified relevant reports published in MEDLINE, SpringerLink, Institute of Electrical and Electronics Engineers Xplore, ScienceDirect, arXiv, and Google Scholar up to July 29, 2021. Articles that included both clinical and technical designs, with or without prototype development, were included. A total of 85 375 articles were evaluated, with 415 full length reports (37 related to COVID-19 and 378 not related to COVID-19) eventually included in the final analysis. The main COVID-19-related applications reported were pandemic control and surveillance, immunity or vaccine passport monitoring, and contact tracing. The top three non-COVID-19-related applications were management of electronic medical records, internet of things (eg, remote monitoring or mobile health), and supply chain monitoring. Most reports detailed technical performance of the blockchain prototype platforms (277 [66·7%] of 415), whereas nine (2·2%) studies showed real-world clinical application and adoption. The remaining studies (129 [31·1%] of 415) were themselves of a technical design only. The most common platforms used were Ethereum and Hyperledger. Blockchain technology has numerous potential COVID-19-related and non-COVID-19-related applications in health care. However, much of the current research remains at the technical stage, with few providing actual clinical applications, highlighting the need to translate foundational blockchain technology into clinical use.",10.1016/s2589-7500(21)00210-7,https://doi.org/10.1016/s2589-7500(21)00210-7,openalex,openalex,EXCLUDE,insufficient_relevance
Blockchain-Based Traceability System That Ensures Food Safety Measures to Protect Consumer Safety and COVID-19 Free Supply Chains,Adnan Iftekhar; Xiaohui Cui,2021,Foods,"The world is facing an unprecedented socio-economic crisis caused by the novel coronavirus infection (COVID-19). The virus is also spreading through the import and export food supply chains. The Chinese authorities have discovered the COVID-19 virus in various imported frozen meat packages. Traceability plays a vital role in food quality and food safety. The Internet of Things (IoT) provides solutions to overseeing environmental conditions, product quality, and product traceability. These solutions are traditionally based on a centralized architecture, which does not guarantee tamper-proof data sharing. The blockchain is an emerging technology that provides tamper-proof data sharing in real-time. This article presents a blockchain-enabled supply chain architecture to ensure the availability of a tamper-proof audit trail. This tamper-proof audit trail helps to make sure that all safety measures are undertaken to minimize the risk of COVID-19 and other bacteria, fungi, and parasites being present in the frozen meat supply chain.",10.3390/foods10061289,https://doi.org/10.3390/foods10061289,openalex,openalex,EXCLUDE,insufficient_relevance
Digital transformation: What we have learned (thus far) and what is next,Sabrina Schneider; Olga Kokshagina,2021,Creativity and Innovation Management,"There is certainly a lot of discussion about digital technologies, their transformative nature, and their potentially disruptive impact on business and society. The number of publications on digital technologies and their impact on business and management have risen dramatically. This paper's main objective is to draw attention to practical and research‐related views on what we know and what we still need to learn about business and management in the digital era. We do so by combining the insights obtained from interviews with senior managers in charge of their firm's digital transformation activities in 2017 with the results of a systematic literature review covering a decade of practice‐oriented, academic literature on the impact of digital technologies. We identify the challenges that firms face at the beginning of their digital transformation efforts and summarize the managerial guidance offered by 242 publications over the years, 133 of which have been published since 2017. Based on the analysis conducted, we discuss the emerging solutions for a number of the key challenges identified in 2017, flag the remaining ones, and identify new themes that require attention. This leads us to propose an agenda for future, practice‐oriented research on digital transformation.",10.1111/caim.12414,https://doi.org/10.1111/caim.12414,openalex,openalex,EXCLUDE,insufficient_relevance
Token Economy,Ali Sunyaev; Niclas Kannengießer; Roman Beck; Horst Treiblmaier; Mary C. Lacity; Johann Kranz; Gilbert Fridgen; Ulli Spankowski; André Luckow,2021,Business & Information Systems Engineering,,10.1007/s12599-021-00684-1,https://doi.org/10.1007/s12599-021-00684-1,openalex,openalex,UNCERTAIN,no_title_or_abstract
The Impacts of Emerging Technologies on Accountants’ Role and Skills: Connecting to Open Innovation—A Systematic Literature Review,Nanja Kroon; Maria do Céu Gaspar Alves; Isabel Martins,2021,Journal of Open Innovation Technology Market and Complexity,"Purpose: This paper reviews the recent accounting literature focusing on emerging technologies’ impacts on accountants’ role and skills. Specifically, it determines what emerging technologies are most studied concerning their impacts on accountants’ role and skills, which research strategies are used in the studies that focus on this theme, and the impacts of the identified emerging technologies on accountants’ skills. It also investigates whether open innovation is an influencing factor in this connection. Methodology: Through a systematic literature review following the five-step approach described by Denyer and Tranfield, the Web of Science and Scopus databases are used as a source of article collection. Thus, our analysis starts with a total of 157 articles. Findings: The main analytical results of the study identify the skills that today’s accountants must have and what role is assigned to them. Practical implications: Professional bodies and regulators may take the results into account in informing the revision of standards, rules, and laws for the new environment. Educational institutions can use the results to adjust their programs to prepare students with the skills employers expect them to have. Contribution: This study provides an integrated understanding of the implications of recent technological developments on the accountant’s role and skills that have been hitherto discussed in the existing literature in a fragmented way. Future research suggestions are also provided, based on identified gaps in the literature, assisting other researchers in finding a way to augment knowledge in this area.",10.3390/joitmc7030163,https://doi.org/10.3390/joitmc7030163,openalex,openalex,EXCLUDE,insufficient_relevance
Distributed Ledger Technologies in Supply Chain Security Management: A Comprehensive Survey,Mary Asante; Gregory Epiphaniou; Carsten Maple; Haider Al‐Khateeb; Mirko Bottarelli; Kayhan Zrar Ghafoor,2021,IEEE Transactions on Engineering Management,"Supply chains (SC) present performance bottlenecks that contribute to a high level of costs, infiltration of product quality, and impact productivity. Examples of such inhibitors include the bullwhip effect, new product lines, high inventory, and restrictive data flows. These bottlenecks can force manufacturers to source more raw materials and increase production significantly. Also, restrictive data flow in a complex global SC network generally slows down the movement of goods and services. The use of distributed ledger technologies (DLT) in SC management (SCM) demonstrates the potentials to reduce these bottlenecks through transparency, decentralization, and optimizations in data management. These technologies promise to enhance the trustworthiness of entities within the SC, ensure the accuracy of data-driven operations, and enable existing SCM processes to migrate from a linear to a fully circular economy. This article presents a comprehensive review of 111 articles published in the public domain in the use and efficacy of DLT in SC. It acts as a roadmap for current and future researchers who focus on SC security management to better understand the integration of digital technologies such as DLT. We clustered these articles using standard descriptors linked to trustworthiness, namely, immutability, transparency, traceability, and integrity.",10.1109/tem.2021.3053655,https://doi.org/10.1109/tem.2021.3053655,openalex,openalex,INCLUDE,full_criteria_match
Towards people-centric smart city development: Investigating the citizens’ preferences and perceptions about smart-city services in Taiwan,Tingting Ji; Jieh‐Haur Chen; Hsi-Hsien Wei; Yu‐Ching Su,2021,Sustainable Cities and Society,,10.1016/j.scs.2020.102691,https://doi.org/10.1016/j.scs.2020.102691,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
"Integration of Blockchain, IoT and Machine Learning for Multistage Quality Control and Enhancing Security in Smart Manufacturing",Zeinab Shahbazi; Yung-Cheol Byun,2021,Sensors,"Smart manufacturing systems are growing based on the various requests for predicting the reliability and quality of equipment. Many machine learning techniques are being examined to that end. Another issue which considers an important part of industry is data security and management. To overcome the problems mentioned above, we applied the integrated methods of blockchain and machine learning to secure system transactions and handle a dataset to overcome the fake dataset. To manage and analyze the collected dataset, big data techniques were used. The blockchain system was implemented in the private Hyperledger Fabric platform. Similarly, the fault diagnosis prediction aspect was evaluated based on the hybrid prediction technique. The system's quality control was evaluated based on non-linear machine learning techniques, which modeled that complex environment and found the true positive rate of the system's quality control approach.",10.3390/s21041467,https://doi.org/10.3390/s21041467,openalex,openalex,UNCERTAIN,tech_with_weak_signal
Convergence of Blockchain and IoT for Secure Transportation Systems in Smart Cities,Khizar Abbas; Lo’ai Tawalbeh; Ahsan Rafiq; Ammar Muthanna; Ibrahim A. Elgendy; Ahmed A. Abd El‐Latif,2021,Security and Communication Networks,"Smart cities provide citizens with smart and advanced services to improve their quality of life. However, it has been observed that the collection, storage, processing, and analysis of heterogeneous data that are usually borne by citizens will bear certain difficulties. The development of the Internet of Things, cloud computing, social media, and other Industry 4.0 influencers pushed technology into a smart society’s framework, bringing potential vulnerabilities to sensor data, services, and smart city applications. These vulnerabilities lead to data security problems. We propose a decentralized data management system for smart and secure transportation that uses blockchain and the Internet of Things in a sustainable smart city environment to solve the data vulnerability problem. A smart transportation mobility system demands creating an interconnected transit system to ensure flexibility and efficiency. This article introduces prior knowledge and then provides a Hyperledger Fabric-based data architecture that supports a secure, trusted, smart transportation system. The simulation results show the balance between the blockchain mining time and the number of blocks created. We also use the average transaction delay evaluation model to evaluate the model and to test the proposed system’s performance. The system will address residents’ and authorities’ security challenges of the transportation system in smart, sustainable cities and lead to better governance.",10.1155/2021/5597679,https://doi.org/10.1155/2021/5597679,openalex,openalex,INCLUDE,tech_strategy_evidence
Insights into Blockchain Implementation in Construction: Models for Supply Chain Management,Algan Tezel; Pedro Febrero; Eleni Papadonikolaki; İbrahim Yitmen,2021,Journal of Management in Engineering,"The interest in the implementation of distributed ledger technologies (DLTs) is on the rise in the construction sector. One specific type of DLT that has recently attracted much attention is blockchain. Blockchain has been mostly discussed conceptually for construction to date. This study presents some empirical discussions on supply chain management (SCM) applications of blockchain for construction by collecting feedback for three blockchain-based models: project bank accounts (PBAs) for payments, reverse auction–based tendering for bidding, and asset tokenization for project financing. The feedback was collected from three focus groups and a workshop. The working prototypes for the models were developed on Ethereum. The implementation of blockchain in payment arrangements was found to be simpler than in tendering and project tokenization workflows. However, the blockchain integration of those workflows may have large-scale impacts on the sector in the future. A broad set of general and model-specific benefits/opportunities and requirements/challenges was also identified for blockchain in construction. Some of these include streamlined, transparent transactions and rational trust building, and the need for challenging the sector culture, upscaling the legacy information technology (IT) systems, and compliance with the regulatory structures.",10.1061/(asce)me.1943-5479.0000939,https://doi.org/10.1061/(asce)me.1943-5479.0000939,openalex,openalex,INCLUDE,full_criteria_match
Survey on Blockchain-Based Smart Contracts: Technical Aspects and Future Research,Tharaka Hewa; Yining Hu; Madhusanka Liyanage; Salil S. Kanhare; Mika Ylianttila,2021,IEEE Access,"The industrial and computing research context revolutionized in various directions during the last decades. The blockchain-based smart contract embraced as a significant research interest due to its distinguishing features such as decentralized storage of transactions, autonomous execution of contract codes, and decentralized establishment of the trust. Blockchain-based smart contracts can transform the working architecture of almost all industries towards elevated service standards. The use cases of blockchain based smart contracts range from industrial applications such as cryptocurrency systems towards logistics, agriculture, real estate, energy trading and so forth. The decentralization concept of blockchain is one of the biggest leaps in technology research since future computing got a super momentum towards the Internet of Things (IoT) and edge computing. A plethora of research is in progress to investigate the opportunities for the applicability of smart contracts and blockchain technologies to various industries. It is important to identify the technical aspects of blockchain-based smart contracts to further improve and sharpen the capabilities which they already owed. This survey is conducted to identify the significant technical aspects of blockchain-based smart contracts with the associated future research directions.",10.1109/access.2021.3068178,https://doi.org/10.1109/access.2021.3068178,openalex,openalex,EXCLUDE,insufficient_relevance
A Survey of Self-Sovereign Identity Ecosystem,Reza Soltani; Uyen Trang Nguyen; Aijun An,2021,Security and Communication Networks,"Self-sovereign identity is the next evolution of identity management models. This survey takes a journey through the origin of identity, defining digital identity and progressive iterations of digital identity models leading up to self-sovereign identity. It then states the relevant research initiatives, platforms, projects, and regulatory frameworks, as well as the building blocks including decentralized identifiers, verifiable credentials, distributed ledger, and various privacy engineering protocols. Finally, the survey provides an overview of the key challenges and research opportunities around self-sovereign identity.",10.1155/2021/8873429,https://doi.org/10.1155/2021/8873429,openalex,openalex,INCLUDE,full_criteria_match
A Lightweight Blockchain-Based IoT Identity Management Approach,Mohammed Amine Bouras; Qinghua Lu; Sahraoui Dhelim; Huansheng Ning,2021,Future Internet,"Identity management is a fundamental feature of Internet of Things (IoT) ecosystem, particularly for IoT data access control. However, most of the actual works adopt centralized approaches, which could lead to a single point of failure and privacy issues that are tied to the use of a trusted third parties. A consortium blockchain is an emerging technology that provides a neutral and trustable computation and storage platform that is suitable for building identity management solutions for IoT. This paper proposes a lightweight architecture and the associated protocols for consortium blockchain-based identity management to address privacy, security, and scalability issues in a centralized system for IoT. Besides, we implement a proof-of-concept prototype and evaluate our approach. We evaluate our work by measuring the latency and throughput of the transactions while using different query actions and payload sizes, and we compared it to other similar works. The results show that the approach is suitable for business adoption.",10.3390/fi13020024,https://doi.org/10.3390/fi13020024,openalex,openalex,INCLUDE,full_criteria_match
Blockchain in accounting research: current trends and emerging topics,Tatiana Garanina; Mikko Ranta; John Dumay,2021,Accounting Auditing & Accountability Journal,"Purpose This paper provides a structured literature review of blockchain in accounting. The authors identify current trends, analyse and critique the key topics of research and discuss the future of this nascent field of inquiry. Design/methodology/approach This study’s analysis combined a structured literature review with citation analysis, topic modelling using a machine learning approach and a manual review of selected articles. The corpus comprised 153 academic papers from two ranked journal lists, the Association of Business Schools (ABS) and the Australian Business Deans Council (ABDC), and from the Social Science Research Network (SSRN). From this, the authors analysed and critiqued the current and future research trends in the four most predominant topics of research in blockchain for accounting. Findings Blockchain is not yet a mainstream accounting topic, and most of the current literature is normative. The four most commonly discussed areas of blockchain include the changing role of accountants; new challenges for auditors; opportunities and challenges of blockchain technology application; and the regulation of cryptoassets. While blockchain will likely be disruptive to accounting and auditing, there will still be a need for these roles. With the sheer volume of information that blockchain records, both professions may shift out of the back-office toward higher-profile advisory roles where accountants try to align competitive intelligence with business strategy, and auditors are called on ex ante to verify transactions and even whole ecosystems. Research limitations/implications The authors identify several challenges that will need to be examined in future research. Challenges include skilling up for a new paradigm, the logistical issues associated with managing and monitoring multiple parties all contributing to various public and private blockchains, and the pressing need for legal frameworks to regulate cryptoassets. Practical implications The possibilities that blockchain brings to information disclosure, fraud detection and overcoming the threat of shadow dealings in developing countries all contribute to the importance of further investigation into blockchain in accounting. Originality/value The authors’ structured literature review uniquely identifies critical research topics for developing future research directions related to blockchain in accounting.",10.1108/aaaj-10-2020-4991,https://doi.org/10.1108/aaaj-10-2020-4991,openalex,openalex,EXCLUDE,insufficient_relevance
From Technology to Society: An Overview of Blockchain-Based DAO,Lu Liu; Sicong Zhou; Huawei Huang; Zibin Zheng,2021,IEEE Open Journal of the Computer Society,"Decentralized Autonomous Organization (DAO) is believed to play a significant role in our future society governed in a decentralized way. In this article, we first explain the definitions and preliminaries of DAO. Then, we conduct a literature review of the existing studies of DAO published in the recent few years. Through the literature review, we find out that a comprehensive survey towards the state-of-the-art studies of DAO is still missing. To fill this gap, we perform such an overview by identifying and classifying the most valuable proposals and perspectives closely related to the combination of DAO and blockchain technologies. We anticipate that this survey can help researchers, engineers, and educators acknowledge the cutting-edge development of blockchain-related DAO technologies.",10.1109/ojcs.2021.3072661,https://doi.org/10.1109/ojcs.2021.3072661,openalex,openalex,EXCLUDE,insufficient_relevance
Blockchain technologies to address smart city and society challenges,Higinio Mora; Julio C. Mendoza-Tello; Erick Varela-Guzmán; Julian Szymański,2021,Computers in Human Behavior,,10.1016/j.chb.2021.106854,https://doi.org/10.1016/j.chb.2021.106854,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
When Blockchain Creates Shareholder Value: Empirical Evidence from International Firm Announcements,Maximilian Klöckner; Christoph G. Schmidt; Stephan M. Wagner,2021,Production and Operations Management,"Blockchain is a prominently discussed technology in operations and supply chain management and firms increasingly engage in blockchain initiatives. Yet, an understanding of the technology's financial value remains elusive. Based on 175 firm announcements between 2015 and 2019, we conduct an international event study to estimate the impact of blockchain initiatives on the market value of the firm. We empirically demonstrate that blockchain announcements are associated with a significant average abnormal return of 0.30% on the announcement day, and that there are indications of positive long‐term effects on shareholder value. We further demonstrate how blockchain use case, project, and firm characteristics affect the stock market reaction. Specifically, we find that the stock market reaction to blockchain announcements is less positive when blockchain is used to trace physical objects or to share sensitive data, providing empirical evidence for the risk associated with current challenges in the design of blockchain use cases. Our results also suggest that the involvement of an external information technology service provider in a blockchain project attenuates the positive stock market reaction. Interestingly, more innovative firms do not experience a stronger stock market reaction to blockchain announcements. Leveraging the international scope of our sample, we further shed light on how the firm's competitive (i.e., industry factors) and macro environment (i.e., country factors) affect the stock market reaction. Our findings indicate that the industry's R&amp;D intensity and the country's data restriction level play a crucial role in driving the value attributed to blockchain initiatives.",10.1111/poms.13609,https://doi.org/10.1111/poms.13609,openalex,openalex,EXCLUDE,crypto_market_study
"A Survey on Blockchain Interoperability: Past, Present, and Future Trends",Rafael Belchior; André Vasconcelos; Sérgio Guerreiro; Miguel Correia,2021,ACM Computing Surveys,"Blockchain interoperability is emerging as one of the crucial features of blockchain technology, but the knowledge necessary for achieving it is fragmented. This fact makes it challenging for academics and the industry to achieve interoperability among blockchains seamlessly. Given this new domain’s novelty and potential, we conduct a literature review on blockchain interoperability by collecting 284 papers and 120 grey literature documents, constituting a corpus of 404 documents. From those 404 documents, we systematically analyzed and discussed 102 documents, including peer-reviewed papers and grey literature. Our review classifies studies in three categories: Public Connectors, Blockchain of Blockchains, and Hybrid Connectors. Each category is further divided into sub-categories based on defined criteria. We classify 67 existing solutions in one sub-category using the Blockchain Interoperability Framework, providing a holistic overview of blockchain interoperability. Our findings show that blockchain interoperability has a much broader spectrum than cryptocurrencies and cross-chain asset transfers. Finally, this article discusses supporting technologies, standards, use cases, open challenges, and future research directions, paving the way for research in the area.",10.1145/3471140,https://doi.org/10.1145/3471140,openalex,openalex,EXCLUDE,insufficient_relevance
Designing a Framework for Digital KYC Processes Built on Blockchain-Based Self-Sovereign Identity,Vincent Schlatt; Johannes Sedlmeir; Simon Feulner; Nils Urbach,2021,Information & Management,,10.1016/j.im.2021.103553,https://doi.org/10.1016/j.im.2021.103553,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
Health-ID: A Blockchain-Based Decentralized Identity Management for Remote Healthcare,Ibrahim Tariq Javed; Fares Alharbi; Badr Bellaj; Tiziana Margaria; Noël Crespi; Kashif Naseer Qureshi,2021,Healthcare,"COVID-19 has made eHealth an imperative. The pandemic has been a true catalyst for remote eHealth solutions such as teleHealth. Telehealth facilitates care, diagnoses, and treatment remotely, making them more efficient, accessible, and economical. However, they have a centralized identity management system that restricts the interoperability of patient and healthcare provider identification. Thus, creating silos of users that are unable to authenticate themselves beyond their eHealth application's domain. Furthermore, the consumers of remote eHealth applications are forced to trust their service providers completely. They cannot check whether their eHealth service providers adhere to the regulations to ensure the security and privacy of their identity information. Therefore, we present a blockchain-based decentralized identity management system that allows patients and healthcare providers to identify and authenticate themselves transparently and securely across different eHealth domains. Patients and healthcare providers are uniquely identified by their health identifiers (healthIDs). The identity attributes are attested by a healthcare regulator, indexed on the blockchain, and stored by the identity owner. We implemented smart contracts on an Ethereum consortium blockchain to facilities identification and authentication procedures. We further analyze the performance using different metrics, including transaction gas cost, transaction per second, number of blocks lost, and block propagation time. Parameters including block-time, gas-limit, and sealers are adjusted to achieve the optimal performance of our consortium blockchain.",10.3390/healthcare9060712,https://doi.org/10.3390/healthcare9060712,openalex,openalex,INCLUDE,full_criteria_match
"Blockchain-Enabled Supply Chain Traceability in the Textile and Apparel Supply Chain: A Case Study of the Fiber Producer, Lenzing",Wafaa A.H. Ahmed; Bart L. MacCarthy,2021,Sustainability,"Supply chain traceability is a dominant concern for many industries, regulators, and policymakers. In the textile and apparel industries, social, environmental, and sustainability issues are frequent causes for concern, highlighting the need for effective traceability solutions. Blockchain technology has characteristics that make it attractive for supply chain traceability applications. However, the literature lacks discussion of empirical cases. We discuss current blockchain applications in the textile and apparel industries and analyze an exemplar of a prominent blockchain traceability solution adopted by a world-leading fiber producer, the Lenzing group. In this study, we identify two related objectives for traceability-product authentication and supply chain sustainability. The case study analysis has stimulated a rich discussion about the different levels of traceability achievable across the supply chain, the digital identification of products, and the extension of blockchain solutions across the whole supply network. Significant technical and business challenges exist in extending traceability to the upstream raw material supply chain and to the dispersed garment manufacturing networks downstream. More broadly, the study highlights the need to (1) clarify the objectives of a traceability initiative, and (2) scope a traceability solution appropriately, both horizontally across the supply chain and vertically with respect to the granularity of the items traced.",10.3390/su131910496,https://doi.org/10.3390/su131910496,openalex,openalex,EXCLUDE,insufficient_relevance
GDPR Compliant Blockchains–A Systematic Literature Review,AKM Bahalul Haque; A.K.M. Najmul Islam; Sami Hyrynsalmi; Bilal Naqvi; Kari Smolander,2021,IEEE Access,"Although blockchain-based digital services promise trust, accountability, and transparency, multiple paradoxes between blockchains and GDPR have been highlighted in the recent literature. Some of the recent literature also proposed possible solutions to these paradoxes. This article aims to conduct a systematic literature review on GDPR compliant blockchains and synthesize the findings. In particular, the goal was to identify 1) the GDPR articles that have been explored in prior literature; 2) the relevant research domains that have been explored, and 3) the research gaps. Our findings synthesized that the blockchains relevant GDPR articles can be categorized into six major groups, namely data deletion and modification (Article 16, 17, and 18), protection by design by default (Article 25), responsibilities of controllers and processors (Article 24, 26, and 28), consent management (Article 7), data processing principles and lawfulness (Article 5,6 and 12), and territorial scope (Article 3). We also found seven research domains where GDPR compliant blockchains have been discussed, which include IoT, financial data, healthcare, personal identity, online data, information governance, and smart city. From our analysis, we have identified a few key research gaps and present a future research direction.",10.1109/access.2021.3069877,https://doi.org/10.1109/access.2021.3069877,openalex,openalex,EXCLUDE,insufficient_relevance
Hyperledger Fabric Blockchain for Securing the Edge Internet of Things,Houshyar Honar Pajooh; Mohammad A. Rashid; Fakhrul Alam; Serge Demidenko,2021,Sensors,"Providing security and privacy to the Internet of Things (IoT) networks while achieving it with minimum performance requirements is an open research challenge. Blockchain technology, as a distributed and decentralized ledger, is a potential solution to tackle the limitations of the current peer-to-peer IoT networks. This paper presents the development of an integrated IoT system implementing the permissioned blockchain Hyperledger Fabric (HLF) to secure the edge computing devices by employing a local authentication process. In addition, the proposed model provides traceability for the data generated by the IoT devices. The presented solution also addresses the IoT systems' scalability challenges, the processing power and storage issues of the IoT edge devices in the blockchain network. A set of built-in queries is leveraged by smart-contracts technology to define the rules and conditions. The paper validates the performance of the proposed model with practical implementation by measuring performance metrics such as transaction throughput and latency, resource consumption, and network use. The results show that the proposed platform with the HLF implementation is promising for the security of resource-constrained IoT devices and is scalable for deployment in various IoT scenarios.",10.3390/s21020359,https://doi.org/10.3390/s21020359,openalex,openalex,INCLUDE,tech_strategy_evidence
Blockchain and the ‘Internet of Things' for the construction industry: research trends and opportunities,Faris Elghaish; M. Reza Hosseini; Sandra Matarneh; Saeed Talebi; Song Wu; Igor Martek; Mani Poshdar; Nariman Ghodrati,2021,Automation in Construction,,10.1016/j.autcon.2021.103942,https://doi.org/10.1016/j.autcon.2021.103942,openalex,openalex,EXCLUDE,no_abstract_title_irrelevant
Democratizing ownership and participation in the 4th Industrial Revolution: challenges and opportunities in cellular agriculture,Robert M. Chiles; Garrett M. Broad; Mark Gagnon; Nicole E. Negowetti; Leland Glenna; Megan A. M. Griffin; Lina Tami-Barrera; Siena Baker; Kelly B. Beck,2021,Agriculture and Human Values,"The emergence of the ""4th Industrial Revolution,"" i.e. the convergence of artificial intelligence, the Internet of Things, advanced materials, and bioengineering technologies, could accelerate socioeconomic insecurities and anxieties or provide beneficial alternatives to the status quo. In the post-Covid-19 era, the entities that are best positioned to capitalize on these innovations are large firms, which use digital platforms and big data to orchestrate vast ecosystems of users and extract market share across industry sectors. Nonetheless, these technologies also have the potential to democratize ownership, broaden political-economic participation, and reduce environmental harms. We articulate the potential sociotechnical pathways in this high-stakes crossroads by analyzing cellular agriculture, an exemplary 4th Industrial Revolution technology that synergizes computer science, biopharma, tissue engineering, and food science to grow cultured meat, dairy, and egg products from cultured cells and/or genetically modified yeast. Our exploration of this space involved multi-sited ethnographic research in both (a) the cellular agriculture community and (b) alternative economic organizations devoted to open source licensing, member-owned cooperatives, social financing, and platform business models. Upon discussing how these latter approaches could potentially facilitate alternative sociotechnical pathways in cellular agriculture, we reflect upon the broader implications of this work with respect to the 4th Industrial Revolution and the enduring need for public policy reform.",10.1007/s10460-021-10237-7,https://doi.org/10.1007/s10460-021-10237-7,openalex,openalex,EXCLUDE,insufficient_relevance
Blockchain-based Education Project,Edward Guustaaf; Untung Rahardja; Qurotul Aini; Herliana Wahyu Maharani; Nesti Anggraini Santoso,2021,Aptisi Transactions on Management (ATM),"Blockchain is a jointly distributed and decentralized ledger, in which nodes are aiming to record transaction history with very different networks. This technology is quite practical if used in the field of higher education to carry out digital certification, record keeping, etc. From several papers published on this, no single paper covering educational projects based on the blockchain can find it. So there are the latest opportunities for higher education trends. Projects in the field of higher education that are blockchain-based are aimed at solving problems that occur in educators today. On that basis, we conclude that there is a need for a systematic literature review. Therefore, based on the education project, this study will review the artistic gap between the two. This paper will focus on the protocol used in this project and explore several blockchain-based higher education projects that will be the aim of this paper. As well as analyzing the blockchain features currently in use today and the services that will be offered by existing educational projects, to improve the implementation of technology in the field of education by using the blockchain feature.",10.33050/atm.v5i1.1433,https://doi.org/10.33050/atm.v5i1.1433,openalex,openalex,EXCLUDE,insufficient_relevance
A Novel Blockchain-Based Integrity and Reliable Veterinary Clinic Information Management System Using Predictive Analytics for Provisioning of Quality Health Services,Naeem Iqbal; Faisal Jamil; Shabir Ahmad; Do‐Hyeun Kim,2021,IEEE Access,"The recent advances in information management systems coupled with machine learning algorithms paved the way for a significant revolution in animal healthcare industries. However, the data in such systems suffer from various challenges such as security, reliability, and convenience, to name a few. Traditional systems are not useful to meet these critical issues because these systems have not a consistent structure for data security and reliability policies. Therefore, a new solution is required to enhance data accessibility and should regulate government security policies to ensure the accountability of the usage of the medical records system. Moreover, it is also required to analyze historical data of veterinary clinic using data mining and machine learning techniques to predict the future appointments scheduling requests, which is essential for veterinary management to drive better future decisions, for instance, future demands of medical supplies and to plan veterinary medical staff, etc. This paper aims to fill the gap by proposing a novel blockchain-based reliable and intelligent veterinary information management system (RIVIMS) using smart contract and machine learning techniques. The proposed RIVIMS consists of two main modules; blockchain-based secured veterinary information management, data and predictive analytics modules. First, a blockchain-based secure and reliable veterinary clinic information management system is developed using Hyperledger Fabric. Second, a smart contract enabled data, and predictive analytics modules are developed using permissioned blockchain framework. The data and predictive modules aim to analyze veterinary clinic patients appointments data in order to discover underlying patterns and build a robust prediction model using machine learning algorithms. The data and predictive helps veterinary management to drive better future business decisions to provide better healthcare services to veterinary patients. Hyperledger Caliper is used as a benchmark tool to evaluate the performance of the developed blockchain-based system in terms of transaction per second, transaction success rate, transaction throughput, and transaction latency. Furthermore, machine learning performance measures have utilized, such as MAE, RMSE, and R2 score to evaluate the overall performance of the prediction model. The experimental results demonstrate the effectiveness and robustness of the proposed RIVIMS.",10.1109/access.2021.3049325,https://doi.org/10.1109/access.2021.3049325,openalex,openalex,INCLUDE,full_criteria_match
